,from,to,date_x,date_y,new_id_x,new_id_y
521,203057,1055,2002-03-05,2000-01-07,5953,45
522,10054,1056,2000-10-06,2000-01-07,2052,46
523,5230,1056,2000-05-23,2000-01-07,1088,46
524,1193,1056,2000-01-19,2000-01-07,166,46
525,2126,1056,2000-02-11,2000-01-07,325,46
526,4003,1056,2000-04-01,2000-01-07,722,46
527,9006,1056,2000-09-01,2000-01-07,1789,46
528,3145,1056,2000-03-15,2000-01-07,580,46
529,4187,1056,2000-04-19,2000-01-07,877,46
530,5053,1056,2000-05-05,2000-01-07,933,46
531,5117,1056,2000-05-12,2000-01-07,989,46
532,5280,1056,2000-05-28,2000-01-07,1129,46
533,6120,1056,2000-06-12,2000-01-07,1242,46
534,6176,1056,2000-06-15,2000-01-07,1284,46
535,11009,1056,2000-11-01,2000-01-07,2262,46
536,11233,1056,2000-11-19,2000-01-07,2462,46
537,12141,1056,2000-12-13,2000-01-07,2644,46
538,101026,1056,2001-01-03,2000-01-07,2784,46
539,105272,1056,2001-05-25,2000-01-07,3874,46
540,106078,1056,2001-06-07,2000-01-07,3987,46
541,107032,1056,2001-07-04,2000-01-07,4202,46
542,110215,1056,2001-10-16,2000-01-07,5016,46
543,202155,1056,2002-02-15,2000-01-07,5848,46
544,3119,1057,2000-03-13,2000-01-07,556,47
545,203100,111036,2002-03-11,2000-01-07,5986,48
546,201097,111123,2002-01-11,2000-01-07,5555,49
547,9041,1060,2000-09-04,2000-01-08,1819,50
548,2068,1061,2000-02-07,2000-01-10,269,51
549,1217,1062,2000-01-20,2000-01-10,188,52
550,7069,1063,2000-07-07,2000-01-10,1414,53
551,3036,1063,2000-03-05,2000-01-10,487,53
552,5152,1063,2000-05-16,2000-01-10,1017,53
553,5169,1063,2000-05-17,2000-01-10,1034,53
554,5183,1063,2000-05-18,2000-01-10,1046,53
555,9107,1063,2000-09-10,2000-01-10,1872,53
556,9242,1063,2000-09-20,2000-01-10,1996,53
557,12117,1063,2000-12-11,2000-01-10,2621,53
558,12234,1063,2000-12-18,2000-01-10,2729,53
559,102176,1063,2001-02-14,2000-01-10,3124,53
560,105283,1063,2001-05-27,2000-01-10,3882,53
561,108001,1063,2001-08-01,2000-01-10,4425,53
562,109200,1063,2001-09-21,2000-01-10,4811,53
563,202129,1063,2002-02-14,2000-01-10,5824,53
564,109059,1063,2001-09-07,2000-01-10,4689,53
565,12115,1064,2000-12-11,2000-01-10,2619,54
566,106025,1064,2001-06-03,2000-01-10,3939,54
567,7209,1065,2000-07-19,2000-01-10,1528,55
568,4201,1065,2000-04-20,2000-01-10,888,55
569,5137,1065,2000-05-15,2000-01-10,1005,55
570,102114,1065,2001-02-09,2000-01-10,3073,55
571,5153,1066,2000-05-16,2000-01-10,1018,56
572,3219,1066,2000-03-22,2000-01-10,642,56
573,5006,1066,2000-04-30,2000-01-10,897,56
574,5052,1066,2000-05-05,2000-01-10,932,56
575,5242,1066,2000-05-24,2000-01-10,1098,56
576,9135,1066,2000-09-11,2000-01-10,1896,56
577,9213,1066,2000-09-18,2000-01-10,1969,56
578,11185,1066,2000-11-15,2000-01-10,2419,56
579,11251,1066,2000-11-20,2000-01-10,2478,56
580,101115,1066,2001-01-11,2000-01-10,2864,56
581,105208,1066,2001-05-21,2000-01-10,3812,56
582,3126,1067,2000-03-14,2000-01-10,562,57
583,101190,1067,2001-01-17,2000-01-10,2930,57
584,2134,1068,2000-02-11,2000-01-10,333,58
585,5126,1068,2000-05-13,2000-01-10,997,58
586,5265,1068,2000-05-26,2000-01-10,1116,58
587,7048,1068,2000-07-05,2000-01-10,1395,58
588,7231,1068,2000-07-20,2000-01-10,1545,58
589,101195,1068,2001-01-17,2000-01-10,2934,58
590,103136,1068,2001-03-13,2000-01-10,3278,58
591,104223,1068,2001-04-23,2000-01-10,3587,58
592,105210,1068,2001-05-21,2000-01-10,3814,58
593,108189,1068,2001-08-23,2000-01-10,4589,58
594,109183,1068,2001-09-20,2000-01-10,4798,58
595,110074,1068,2001-10-04,2000-01-10,4894,58
596,110173,1068,2001-10-12,2000-01-10,4979,58
597,202201,1068,2002-02-21,2000-01-10,5893,58
598,202203,1068,2002-02-21,2000-01-10,5895,58
599,12256,1070,2000-12-19,2000-01-10,2750,60
600,106049,1070,2001-06-05,2000-01-10,3961,60
601,2130,1071,2000-02-11,2000-01-10,329,61
602,2132,1071,2000-02-11,2000-01-10,331,61
603,4114,1071,2000-04-12,2000-01-10,815,61
604,10098,1071,2000-10-10,2000-01-10,2089,61
605,10099,1071,2000-10-10,2000-01-10,2090,61
606,5230,1071,2000-05-23,2000-01-10,1088,61
607,2040,1071,2000-02-03,2000-01-10,241,61
608,2054,1071,2000-02-04,2000-01-10,255,61
609,2147,1071,2000-02-14,2000-01-10,347,61
610,3020,1071,2000-03-03,2000-01-10,475,61
611,3076,1071,2000-03-09,2000-01-10,524,61
612,3248,1071,2000-03-24,2000-01-10,670,61
613,4125,1071,2000-04-13,2000-01-10,825,61
614,8245,1071,2000-08-23,2000-01-10,1780,61
615,4103,1071,2000-04-11,2000-01-10,806,61
616,4133,1071,2000-04-14,2000-01-10,831,61
617,4188,1071,2000-04-19,2000-01-10,878,61
618,7209,1071,2000-07-19,2000-01-10,1528,61
619,11156,1071,2000-11-12,2000-01-10,2394,61
620,12165,1071,2000-12-14,2000-01-10,2667,61
621,104057,1071,2001-04-05,2000-01-10,3441,61
622,104227,1071,2001-04-23,2000-01-10,3590,61
623,105091,1071,2001-05-10,2000-01-10,3704,61
624,102114,1071,2001-02-09,2000-01-10,3073,61
625,1159,1071,2000-01-17,2000-01-10,134,61
626,2028,1071,2000-02-02,2000-01-10,230,61
627,2057,1071,2000-02-04,2000-01-10,257,61
628,2228,1071,2000-02-22,2000-01-10,424,61
629,3086,1071,2000-03-09,2000-01-10,531,61
630,3117,1071,2000-03-13,2000-01-10,554,61
631,3197,1071,2000-03-20,2000-01-10,624,61
632,7044,1071,2000-07-05,2000-01-10,1392,61
633,7120,1071,2000-07-12,2000-01-10,1452,61
634,9059,1071,2000-09-05,2000-01-10,1835,61
635,9167,1071,2000-09-14,2000-01-10,1927,61
636,9184,1071,2000-09-15,2000-01-10,1941,61
637,9207,1071,2000-09-18,2000-01-10,1963,61
638,3236,1071,2000-03-23,2000-01-10,659,61
639,4093,1071,2000-04-10,2000-01-10,797,61
640,4111,1071,2000-04-12,2000-01-10,812,61
641,4117,1071,2000-04-12,2000-01-10,818,61
642,5185,1071,2000-05-18,2000-01-10,1047,61
643,5217,1071,2000-05-22,2000-01-10,1077,61
644,6215,1071,2000-06-19,2000-01-10,1317,61
645,8050,1071,2000-08-05,2000-01-10,1613,61
646,8112,1071,2000-08-11,2000-01-10,1670,61
647,8130,1071,2000-08-14,2000-01-10,1684,61
648,8232,1071,2000-08-22,2000-01-10,1771,61
649,9187,1071,2000-09-15,2000-01-10,1944,61
650,10141,1071,2000-10-13,2000-01-10,2126,61
651,10142,1071,2000-10-13,2000-01-10,2127,61
652,11225,1071,2000-11-17,2000-01-10,2455,61
653,11167,1071,2000-11-13,2000-01-10,2404,61
654,12042,1071,2000-12-05,2000-01-10,2553,61
655,12105,1071,2000-12-09,2000-01-10,2611,61
656,12110,1071,2000-12-10,2000-01-10,2613,61
657,12249,1071,2000-12-19,2000-01-10,2744,61
658,12255,1071,2000-12-19,2000-01-10,2749,61
659,101007,1071,2000-12-31,2000-01-10,2767,61
660,101119,1071,2001-01-11,2000-01-10,2868,61
661,101212,1071,2001-01-19,2000-01-10,2950,61
662,101214,1071,2001-01-19,2000-01-10,2952,61
663,102032,1071,2001-02-03,2000-01-10,2998,61
664,102128,1071,2001-02-10,2000-01-10,3083,61
665,102145,1071,2001-02-12,2000-01-10,3096,61
666,103081,1071,2001-03-08,2000-01-10,3230,61
667,103106,1071,2001-03-10,2000-01-10,3254,61
668,103153,1071,2001-03-14,2000-01-10,3292,61
669,104056,1071,2001-04-05,2000-01-10,3440,61
670,103211,1071,2001-03-20,2000-01-10,3345,61
671,103233,1071,2001-03-21,2000-01-10,3365,61
672,104044,1071,2001-04-04,2000-01-10,3429,61
673,106241,1071,2001-06-21,2000-01-10,4131,61
674,104113,1071,2001-04-11,2000-01-10,3490,61
675,104156,1071,2001-04-17,2000-01-10,3528,61
676,105108,1071,2001-05-12,2000-01-10,3721,61
677,105068,1071,2001-05-08,2000-01-10,3685,61
678,105151,1071,2001-05-15,2000-01-10,3762,61
679,105158,1071,2001-05-16,2000-01-10,3768,61
680,105160,1071,2001-05-16,2000-01-10,3770,61
681,107176,1071,2001-07-16,2000-01-10,4339,61
682,109094,1071,2001-09-11,2000-01-10,4717,61
683,110055,1071,2001-10-04,2000-01-10,4876,61
684,112136,1071,2001-12-10,2000-01-10,5370,61
685,201270,1071,2002-01-29,2000-01-10,5706,61
686,201272,1071,2002-01-29,2000-01-10,5708,61
687,2008,1072,2000-02-01,2000-01-10,211,62
688,2216,1072,2000-02-21,2000-01-10,413,62
689,1135,1073,2000-01-14,2000-01-10,117,63
690,5204,1073,2000-05-20,2000-01-10,1065,63
691,6062,1073,2000-06-07,2000-01-10,1192,63
692,10017,1073,2000-10-03,2000-01-10,2022,63
693,10221,1073,2000-10-19,2000-01-10,2195,63
694,11095,1073,2000-11-07,2000-01-10,2336,63
695,102153,1074,2001-02-13,2000-01-10,3102,64
696,105197,1074,2001-05-19,2000-01-10,3802,64
697,201145,111046,2002-01-16,2000-01-10,5598,65
698,112043,1076,2001-12-04,2000-01-11,5306,66
699,108178,1077,2001-08-22,2000-01-11,4579,67
700,3219,1077,2000-03-22,2000-01-11,642,67
701,7090,1077,2000-07-10,2000-01-11,1431,67
702,10279,1077,2000-10-24,2000-01-11,2241,67
703,103099,1077,2001-03-09,2000-01-11,3248,67
704,2245,1081,2000-02-24,2000-01-11,442,68
705,2176,1082,2000-02-16,2000-01-11,377,69
706,11059,1082,2000-11-03,2000-01-11,2306,69
707,1192,1082,2000-01-19,2000-01-11,165,69
708,2040,1082,2000-02-03,2000-01-11,241,69
709,12165,1082,2000-12-14,2000-01-11,2667,69
710,1159,1082,2000-01-17,2000-01-11,134,69
711,2057,1082,2000-02-04,2000-01-11,257,69
712,7044,1082,2000-07-05,2000-01-11,1392,69
713,5185,1082,2000-05-18,2000-01-11,1047,69
714,5217,1082,2000-05-22,2000-01-11,1077,69
715,6215,1082,2000-06-19,2000-01-11,1317,69
716,10142,1082,2000-10-13,2000-01-11,2127,69
717,101119,1082,2001-01-11,2000-01-11,2868,69
718,101212,1082,2001-01-19,2000-01-11,2950,69
719,102128,1082,2001-02-10,2000-01-11,3083,69
720,104056,1082,2001-04-05,2000-01-11,3440,69
721,104044,1082,2001-04-04,2000-01-11,3429,69
722,104156,1082,2001-04-17,2000-01-11,3528,69
723,110055,1082,2001-10-04,2000-01-11,4876,69
724,112136,1082,2001-12-10,2000-01-11,5370,69
725,201270,1082,2002-01-29,2000-01-11,5706,69
726,201272,1082,2002-01-29,2000-01-11,5708,69
727,4095,1082,2000-04-10,2000-01-11,799,69
728,9211,1082,2000-09-18,2000-01-11,1967,69
729,10192,1082,2000-10-17,2000-01-11,2170,69
730,10271,1082,2000-10-24,2000-01-11,2235,69
731,12152,1082,2000-12-13,2000-01-11,2655,69
732,102110,1082,2001-02-09,2000-01-11,3069,69
733,102154,1082,2001-02-13,2000-01-11,3103,69
734,103239,1082,2001-03-22,2000-01-11,3368,69
735,105207,1082,2001-05-21,2000-01-11,3811,69
736,108220,1082,2001-08-27,2000-01-11,4617,69
737,109055,1082,2001-09-07,2000-01-11,4685,69
738,109147,1082,2001-09-17,2000-01-11,4766,69
739,1190,1083,2000-01-19,2000-01-11,163,70
740,2214,1083,2000-02-19,2000-01-11,410,70
741,5068,1083,2000-05-08,2000-01-11,946,70
742,6088,1083,2000-06-09,2000-01-11,1213,70
743,101122,1083,2001-01-12,2000-01-11,2870,70
744,106104,1083,2001-06-10,2000-01-11,4007,70
745,108131,1083,2001-08-16,2000-01-11,4540,70
746,110109,1083,2001-10-08,2000-01-11,4927,70
747,110201,1083,2001-10-16,2000-01-11,5007,70
748,112065,1083,2001-12-04,2000-01-11,5317,70
749,104200,1084,2001-04-20,2000-01-11,3566,71
750,8127,1084,2000-08-14,2000-01-11,1681,71
751,109100,1084,2001-09-12,2000-01-11,4723,71
752,5114,1084,2000-05-11,2000-01-11,986,71
753,5153,1084,2000-05-16,2000-01-11,1018,71
754,9213,1084,2000-09-18,2000-01-11,1969,71
755,1201,1084,2000-01-19,2000-01-11,172,71
756,2117,1084,2000-02-10,2000-01-11,313,71
757,2211,1084,2000-02-19,2000-01-11,407,71
758,2223,1084,2000-02-21,2000-01-11,418,71
759,2237,1084,2000-02-23,2000-01-11,434,71
760,3031,1084,2000-03-03,2000-01-11,484,71
761,3101,1084,2000-03-10,2000-01-11,541,71
762,3122,1084,2000-03-13,2000-01-11,559,71
763,3124,1084,2000-03-14,2000-01-11,561,71
764,3220,1084,2000-03-22,2000-01-11,643,71
765,3278,1084,2000-03-29,2000-01-11,698,71
766,4015,1084,2000-04-03,2000-01-11,732,71
767,4106,1084,2000-04-12,2000-01-11,809,71
768,4112,1084,2000-04-12,2000-01-11,813,71
769,4198,1084,2000-04-20,2000-01-11,886,71
770,5036,1084,2000-05-04,2000-01-11,920,71
771,5085,1084,2000-05-09,2000-01-11,959,71
772,6052,1084,2000-06-06,2000-01-11,1184,71
773,6071,1084,2000-06-08,2000-01-11,1200,71
774,6240,1084,2000-06-21,2000-01-11,1342,71
775,7153,1084,2000-07-14,2000-01-11,1484,71
776,7158,1084,2000-07-14,2000-01-11,1488,71
777,7235,1084,2000-07-21,2000-01-11,1549,71
778,8033,1084,2000-08-03,2000-01-11,1596,71
779,8053,1084,2000-08-07,2000-01-11,1616,71
780,8227,1084,2000-08-22,2000-01-11,1766,71
781,8242,1084,2000-08-23,2000-01-11,1779,71
782,8252,1084,2000-08-24,2000-01-11,1785,71
783,9038,1084,2000-09-04,2000-01-11,1817,71
784,9061,1084,2000-09-06,2000-01-11,1837,71
785,9105,1084,2000-09-10,2000-01-11,1870,71
786,9189,1084,2000-09-15,2000-01-11,1946,71
787,9246,1084,2000-09-21,2000-01-11,2000,71
788,9252,1084,2000-09-21,2000-01-11,2006,71
789,10034,1084,2000-10-04,2000-01-11,2035,71
790,10045,1084,2000-10-05,2000-01-11,2044,71
791,10108,1084,2000-10-11,2000-01-11,2099,71
792,10240,1084,2000-10-20,2000-01-11,2209,71
793,10247,1084,2000-10-20,2000-01-11,2216,71
794,11029,1084,2000-11-02,2000-01-11,2279,71
795,11071,1084,2000-11-06,2000-01-11,2315,71
796,11117,1084,2000-11-08,2000-01-11,2358,71
797,11226,1084,2000-11-17,2000-01-11,2456,71
798,12198,1084,2000-12-15,2000-01-11,2698,71
799,12251,1084,2000-12-19,2000-01-11,2746,71
800,101002,1084,2000-12-30,2000-01-11,2764,71
801,101014,1084,2001-01-02,2000-01-11,2773,71
802,101162,1084,2001-01-15,2000-01-11,2906,71
803,102063,1084,2001-02-06,2000-01-11,3026,71
804,102071,1084,2001-02-06,2000-01-11,3033,71
805,102085,1084,2001-02-07,2000-01-11,3045,71
806,102132,1084,2001-02-11,2000-01-11,3086,71
807,103056,1084,2001-03-06,2000-01-11,3207,71
808,103089,1084,2001-03-09,2000-01-11,3238,71
809,103103,1084,2001-03-10,2000-01-11,3251,71
810,104230,1084,2001-04-23,2000-01-11,3593,71
811,105024,1084,2001-05-03,2000-01-11,3645,71
812,105055,1084,2001-05-07,2000-01-11,3672,71
813,105059,1084,2001-05-07,2000-01-11,3676,71
814,105230,1084,2001-05-22,2000-01-11,3834,71
815,105246,1084,2001-05-23,2000-01-11,3848,71
816,105312,1084,2001-05-29,2000-01-11,3907,71
817,105319,1084,2001-05-30,2000-01-11,3913,71
818,106068,1084,2001-06-06,2000-01-11,3979,71
819,106107,1084,2001-06-11,2000-01-11,4010,71
820,106195,1084,2001-06-18,2000-01-11,4091,71
821,106231,1084,2001-06-21,2000-01-11,4121,71
822,108043,1084,2001-08-04,2000-01-11,4461,71
823,109182,1084,2001-09-20,2000-01-11,4797,71
824,111208,1084,2001-11-16,2000-01-11,5225,71
825,112135,1084,2001-12-10,2000-01-11,5369,71
826,112231,1084,2001-12-17,2000-01-11,5449,71
827,201054,1084,2002-01-08,2000-01-11,5521,71
828,5209,1085,2000-05-22,2000-01-11,1069,72
829,9052,1085,2000-09-05,2000-01-11,1829,72
830,111287,1085,2001-11-22,2000-01-11,5289,72
831,6040,1086,2000-06-04,2000-01-11,1171,73
832,8229,1086,2000-08-22,2000-01-11,1768,73
833,10229,1088,2000-10-19,2000-01-11,2202,74
834,103229,1088,2001-03-21,2000-01-11,3361,74
835,3215,1089,2000-03-22,2000-01-11,638,75
836,4085,1089,2000-04-09,2000-01-11,790,75
837,4115,1089,2000-04-12,2000-01-11,816,75
838,10204,1089,2000-10-18,2000-01-11,2181,75
839,3227,1089,2000-03-23,2000-01-11,650,75
840,6091,1089,2000-06-09,2000-01-11,1216,75
841,6160,1089,2000-06-14,2000-01-11,1272,75
842,9021,1089,2000-09-04,2000-01-11,1804,75
843,9043,1089,2000-09-05,2000-01-11,1821,75
844,9141,1089,2000-09-12,2000-01-11,1902,75
845,9174,1089,2000-09-14,2000-01-11,1933,75
846,102007,1089,2001-02-01,2000-01-11,2977,75
847,102164,1089,2001-02-14,2000-01-11,3113,75
848,103209,1089,2001-03-20,2000-01-11,3344,75
849,112050,1089,2001-12-04,2000-01-11,5311,75
850,112083,1089,2000-02-10,2000-01-11,320,75
851,2232,1091,2000-02-23,2000-01-11,429,76
852,202014,111006,2002-02-04,2000-01-11,5721,77
853,201227,111060,2002-01-23,2000-01-11,5668,78
854,202056,111060,2002-02-06,2000-01-11,5757,78
855,202135,111060,2002-02-14,2000-01-11,5830,78
856,202184,111060,2002-02-19,2000-01-11,5876,78
857,202008,111190,2002-02-01,2000-01-11,5715,79
858,202053,111190,2002-02-06,2000-01-11,5754,79
859,8151,1092,2000-08-15,2000-01-12,1705,80
860,1209,1092,2000-01-20,2000-01-12,181,80
861,201191,1092,2002-01-21,2000-01-12,5636,80
862,3045,1092,2000-03-06,2000-01-12,496,80
863,4028,1092,2000-04-04,2000-01-12,745,80
864,4109,1092,2000-04-12,2000-01-12,811,80
865,5239,1092,2000-05-24,2000-01-12,1096,80
866,7239,1092,2000-07-21,2000-01-12,1553,80
867,4160,1092,2000-04-17,2000-01-12,855,80
868,6030,1092,2000-06-02,2000-01-12,1163,80
869,6146,1092,2000-06-13,2000-01-12,1258,80
870,12074,1092,2000-12-06,2000-01-12,2583,80
871,12129,1092,2000-12-12,2000-01-12,2632,80
872,101038,1092,2001-01-04,2000-01-12,2796,80
873,101042,1092,2001-01-05,2000-01-12,2800,80
874,101234,1092,2001-01-22,2000-01-12,2970,80
875,102035,1092,2001-02-04,2000-01-12,3001,80
876,103193,1092,2001-03-17,2000-01-12,3327,80
877,104049,1092,2001-04-04,2000-01-12,3434,80
878,104185,1092,2001-04-19,2000-01-12,3553,80
879,105256,1092,2001-05-24,2000-01-12,3858,80
880,106245,1092,2001-06-21,2000-01-12,4135,80
881,110103,1092,2001-10-08,2000-01-12,4921,80
882,110286,1092,2001-10-22,2000-01-12,5078,80
883,111070,1092,2001-11-07,2000-01-12,5122,80
884,112013,1092,2001-12-02,2000-01-12,5298,80
885,112115,1092,2001-12-07,2000-01-12,5352,80
886,112205,1092,2001-12-14,2000-01-12,5429,80
887,112047,1092,2001-12-04,2000-01-12,5308,80
888,201041,1092,2002-01-08,2000-01-12,5509,80
889,201127,1092,2002-01-14,2000-01-12,5581,80
890,202009,1092,2002-02-02,2000-01-12,5716,80
891,202136,1092,2002-02-14,2000-01-12,5831,80
892,3185,1093,2000-03-17,2000-01-12,613,81
893,103072,1095,2001-03-07,2000-01-12,3221,82
894,103072,1096,2001-03-07,2000-01-12,3221,83
895,3049,1097,2000-03-06,2000-01-12,499,84
896,5254,1097,2000-05-25,2000-01-12,1108,84
897,10228,1097,2000-10-19,2000-01-12,2201,84
898,112167,1097,2001-12-12,2000-01-12,5396,84
899,1179,1098,2000-01-18,2000-01-12,154,85
900,5165,1098,2000-05-17,2000-01-12,1030,85
901,8068,1098,2000-08-08,2000-01-12,1629,85
902,4043,1100,2000-04-06,2000-01-12,756,86
903,112038,1100,2000-02-05,2000-01-12,262,86
904,5067,1101,2000-05-08,2000-01-12,945,87
905,106120,1101,2001-06-12,2000-01-12,4021,87
906,109075,1102,2001-09-10,2000-01-12,4702,88
907,5087,1103,2000-05-10,2000-01-12,961,89
908,9211,1103,2000-09-18,2000-01-12,1967,89
909,2160,1103,2000-02-15,2000-01-12,362,89
910,2172,1103,2000-02-16,2000-01-12,373,89
911,3136,1103,2000-03-14,2000-01-12,571,89
912,4148,1103,2000-04-15,2000-01-12,843,89
913,6008,1103,2000-06-01,2000-01-12,1143,89
914,6048,1103,2000-06-05,2000-01-12,1180,89
915,7067,1103,2000-07-07,2000-01-12,1412,89
916,7125,1103,2000-07-12,2000-01-12,1457,89
917,7082,1103,2000-07-10,2000-01-12,1425,89
918,8141,1103,2000-08-14,2000-01-12,1695,89
919,10015,1103,2000-10-03,2000-01-12,2020,89
920,11207,1103,2000-11-16,2000-01-12,2439,89
921,12097,1103,2000-12-08,2000-01-12,2604,89
922,101056,1103,2001-01-06,2000-01-12,2811,89
923,102033,1103,2001-02-03,2000-01-12,2999,89
924,106192,1103,2001-06-18,2000-01-12,4088,89
925,106243,1103,2001-06-21,2000-01-12,4133,89
926,107220,1103,2001-07-20,2000-01-12,4379,89
927,108221,1103,2001-08-27,2000-01-12,4618,89
928,2067,1105,2000-02-07,2000-01-12,268,90
929,3131,1105,2000-03-14,2000-01-12,567,90
930,3200,1105,2000-03-21,2000-01-12,627,90
931,4159,1105,2000-04-17,2000-01-12,854,90
932,11057,1105,2000-11-03,2000-01-12,2304,90
933,11283,1105,2000-11-22,2000-01-12,2506,90
934,112129,111035,2001-12-10,2000-01-12,5363,91
935,201108,111213,2002-01-13,2000-01-12,5566,92
936,3161,1106,2000-03-16,2000-01-13,594,93
937,9134,1106,2000-09-11,2000-01-13,1895,93
938,101126,1106,2001-01-12,2000-01-13,2874,93
939,103116,1106,2001-03-12,2000-01-13,3264,93
940,106218,1106,2001-06-19,2000-01-13,4113,93
941,107066,1106,2001-07-06,2000-01-13,4236,93
942,2130,1107,2000-02-11,2000-01-13,329,94
943,4114,1107,2000-04-12,2000-01-13,815,94
944,7053,1107,2000-07-06,2000-01-13,1400,94
945,103265,1107,2001-03-24,2000-01-13,3392,94
946,104226,1107,2001-04-23,2000-01-13,3589,94
947,111127,1107,2001-11-10,2000-01-13,5167,94
948,1166,1107,2000-01-17,2000-01-13,141,94
949,1211,1107,2000-01-20,2000-01-13,182,94
950,3020,1107,2000-03-03,2000-01-13,475,94
951,3076,1107,2000-03-09,2000-01-13,524,94
952,4005,1107,2000-04-01,2000-01-13,724,94
953,7197,1107,2000-07-18,2000-01-13,1517,94
954,9117,1107,2000-09-11,2000-01-13,1880,94
955,108193,1107,2001-08-23,2000-01-13,4593,94
956,3162,1107,2000-03-16,2000-01-13,595,94
957,5206,1107,2000-05-21,2000-01-13,1067,94
958,6158,1107,2000-06-14,2000-01-13,1270,94
959,10208,1107,2000-10-18,2000-01-13,2185,94
960,12082,1107,2000-12-07,2000-01-13,2591,94
961,107065,1107,2001-07-06,2000-01-13,4235,94
962,3245,1109,2000-03-24,2000-01-13,667,95
963,101161,1109,2001-01-15,2000-01-13,2905,95
964,110280,1109,2001-10-22,2000-01-13,5073,95
965,2138,1111,2000-02-14,2000-01-13,338,96
966,2067,1111,2000-02-07,2000-01-13,268,96
967,1218,1111,2000-01-20,2000-01-13,189,96
968,4002,1111,2000-04-01,2000-01-13,721,96
969,6018,1111,2000-06-01,2000-01-13,1153,96
970,7160,1111,2000-07-17,2000-01-13,1493,96
971,2119,1111,2000-02-10,2000-01-13,315,96
972,2194,1111,2000-02-18,2000-01-13,395,96
973,3216,1111,2000-03-22,2000-01-13,639,96
974,4104,1111,2000-04-11,2000-01-13,807,96
975,6058,1111,2000-06-06,2000-01-13,1188,96
976,9190,1111,2000-09-15,2000-01-13,1947,96
977,106024,1111,2001-06-02,2000-01-13,3937,96
978,107185,1111,2001-07-17,2000-01-13,4348,96
979,108154,1111,2001-08-20,2000-01-13,4559,96
980,3086,1112,2000-03-09,2000-01-13,531,97
981,2047,1112,2000-02-04,2000-01-13,250,97
982,2087,1112,2000-02-08,2000-01-13,287,97
983,3244,1112,2000-03-24,2000-01-13,666,97
984,5121,1112,2000-05-12,2000-01-13,992,97
985,11110,1112,2000-11-08,2000-01-13,2351,97
986,101186,1112,2001-01-17,2000-01-13,2926,97
987,103156,1112,2001-03-14,2000-01-13,3295,97
988,105212,1112,2001-05-21,2000-01-13,3816,97
989,201032,1112,2002-01-07,2000-01-13,5500,97
990,202084,1112,2002-02-08,2000-01-13,5782,97
991,2132,1113,2000-02-11,2000-01-13,331,98
992,4114,1113,2000-04-12,2000-01-13,815,98
993,7053,1113,2000-07-06,2000-01-13,1400,98
994,7063,1113,2000-07-07,2000-01-13,1408,98
995,105320,1113,2001-05-30,2000-01-13,3914,98
996,8102,1113,2000-08-10,2000-01-13,1660,98
997,1166,1113,2000-01-17,2000-01-13,141,98
998,6044,1113,2000-06-05,2000-01-13,1176,98
999,8087,1113,2000-08-09,2000-01-13,1646,98
1000,8190,1113,2000-08-17,2000-01-13,1733,98
1001,3262,1113,2000-03-27,2000-01-13,683,98
1002,4014,1113,2000-04-03,2000-01-13,731,98
1003,4056,1113,2000-04-06,2000-01-13,762,98
1004,4166,1113,2000-04-17,2000-01-13,860,98
1005,5014,1113,2000-05-02,2000-01-13,904,98
1006,6251,1113,2000-06-21,2000-01-13,1352,98
1007,8012,1113,2000-08-01,2000-01-13,1578,98
1008,11102,1113,2000-11-08,2000-01-13,2343,98
